city,country,airport_count
Aubevoye,France,1
Hameem,United Arab Emirates,1
NOVA MINE,Australia,1
Saskatoon,Canada,1
Kikala,Finland,1
Holzdorf,Germany,1
Harrismith,South Africa,1
Anjouan,Comoros,1
Soyo,Angola,1
Villacoublay,France,1
Coimba,Portugal,1
Anaa,French Polynesia,1
Tabriz,Iran,1
Palmyra,Syria,1
Caribou,United States,1
Masamba,Indonesia,1
Bhojpur,Nepal,1
Neerlerit Inaat,Greenland,1
Kasabonika,Canada,1
Attawapiskat,Canada,1
Győr,Hungary,1
Bahia Piña,Panama,1
Haiphong,Vietnam,1
Coen,Australia,1
Kalemyo,Myanmar,1
Kapanda,Angola,1
Zhijiang,China,1
Sharan,Afghanistan,1
Marco Island Airport,United States,1
Caherciveen,Ireland,1
Yarramba Station,Australia,1
Port Au Prince,Haiti,1
Quitman,United States,1
Coral Bay,Australia,1
Brookmans Park,United Kingdom,1
Coffeyville,United States,1
Akaroa,New Zealand,1
Harts Range,Australia,1
Drancy,France,1
Misty Fjords,United States,1
Fulton,United States,1
Illizi,Algeria,1
Carlisle,United Kingdom,1
Benson,United Kingdom,1
Noervenich,Germany,1
Vereeniging,South Africa,1
Bamenda,Cameroon,1
Malanje,Angola,1
Kiffa,Mauritania,1
Jimma,Ethiopia,1
Hargeisa,Somalia,1
Mtwara,Tanzania,1
Saumur,France,1
St.-dizier,France,1
Samos,Greece,1
Montijo,Portugal,1
Petroline 10,Saudi Arabia,1
Monte Caseros,Argentina,1
Barbacena,Brazil,1
Puerto Carreno,Colombia,1
Canaima,Venezuela,1
Bhiwani,India,1
Kalgoorlie,Australia,1
Hibbing,United States,1
Yibin,China,1
Anahim Lake,Canada,1
Leixlip,Ireland,1
Nuquí,Colombia,1
Andizhan,Uzbekistan,1
Datong,China,1
Quzhou,China,1
Middelburg,Netherlands,1
Sasovo,Russia,1
Weimar,Germany,1
Chehalis,United States,1
Lewoleba,Indonesia,1
Yilan,Taiwan,1
Horseshoe Bay,Canada,1
Avila,Spain,1
Martorell,Spain,1
Keperveem,Russia,1
Tiniteqilaaq,Greenland,1
At Tod,Egypt,1
Monkey Bay,Malawi,1
Longnan,China,1
Avenal,United States,1
Gatineau,Canada,1
Cranwell,United Kingdom,1
Vasteras,Sweden,1
Brakpan,South Africa,1
Andapa,Madagascar,1
Mont-de-marsan,France,1
Pago Pago,American Samoa,1
Christchurch,New Zealand,1
Bandar Mahshahr,Iran,1
Babelthuap,Palau,1
Yamagata,Japan,1
Chosmadal,Argentina,1
Morotai Island,Indonesia,1
Iguatu,Brazil,1
Whatì,Canada,1
Shangri-La,China,1
Port Clarence,United States,1
Tacheng,China,1
Green Cove Springs,United States,1
Araguaina,Brazil,1
Cooinda,Australia,1
Tura,Russia,1
Bamyan,Afghanistan,1
Cooldige,United States,1
Kissidougou,Guinea,1
Kawama,Cuba,1
Kuredu,Maldives,1
Mattawa,United States,1
Misquite,United States,1
Woodstock,Canada,1
Barajas,Spain,1
Faridabad,India,1
Treiste,Italy,1
Volhov,Russia,1
Orel,Russia,1
Ampilatwatja,Australia,1
Derby,United Kingdom,1
Raroia,French Polynesia,1
Herzogenrath,Germany,1
Peace River,Canada,1
Williams Lake,Canada,1
Utti,Finland,1
Hawarden,United Kingdom,1
Norwich,United Kingdom,1
Roros,Norway,1
Buechel,Germany,1
Gwert,Zimbabwe,1
Selibabi,Mauritania,1
Gisenyi,Rwanda,1
Solenzara,France,1
Beziers,France,1
Cherbourg,France,1
Quimper,France,1
Malacky,Slovakia,1
Barahona,Dominican Republic,1
Rawala Kot,Pakistan,1
Jacare-acanga,Brazil,1
Salvador,Brazil,1
Uberlandia,Brazil,1
Jauja,Peru,1
Banda Aceh,Indonesia,1
Launceston,Australia,1
College Station,United States,1
Solo City,Indonesia,1
Socotra,Yemen,1
Saint George,United States,1
Port O\'Connor,United States,1
Kulusuk,Greenland,1
Red Lake,Canada,1
Lindi,Tanzania,1
Agri,Turkey,1
Gorakhpur,India,1
Beaver,United States,1
West Point,United States,1
Puerto Natales,Chile,1
Sierra Grande,Argentina,1
Madera,United States,1
Kankan,Guinea,1
Calella,Spain,1
Elmhurst,United States,1
Haute-Picardie,France,1
Shu,Kazakhstan,1
Kanuhuraa Island,Maldives,1
Orbyhus,Sweden,1
Furuvik,Sweden,1
Champagne,France,1
Vialamendhu,Maldives,1
Bantayan,Philippines,1
Umuwa,Australia,1
Chathill,United Kingdom,1
Godthaab,Greenland,1
Morombe,Madagascar,1
Ostrava,Czech Republic,1
Cuernavaca,Mexico,1
Arutua,French Polynesia,1
Sokch'o,South Korea,1
Corozal,Colombia,1
Lima,Peru,1
Tselinograd,Kazakhstan,1
Johor Bahru,Malaysia,1
East Sale,Australia,1
Coco Beach,United States,1
Angling Lake,Canada,1
Yakima,United States,1
Chitré,Panama,1
Lambasa,Fiji,1
Mogilev,Belarus,1
Can Tho,Vietnam,1
Pormpuraaw,Australia,1
Ust-Ilimsk,Russia,1
Brainerd,United States,1
Golovin,United States,1
Tatitlek,United States,1
Kirovograd,Ukraine,1
Toksook Bay,United States,1
Fonte Boa,Brazil,1
Renton,United States,1
Yongzhou,China,1
Rodby,Denmark,1
Pittstown,United States,1
Cacoal,Brazil,1
Murrieta,United States,1
Alexander City,United States,1
Scott City,United States,1
Janauba,Brazil,1
Arabba,Italy,1
Ringway,United Kingdom,1
Vernon,Canada,1
Krefeld,Germany,1
Gross Kreutz Havel,Germany,1
Hohenleipisch,Germany,1
Bagnolet,France,1
Chennai,India,1
Nuugaatsiaq,Greenland,1
North Shore,New Zealand,1
Sveg,Sweden,1
Hendrik Verwoerddam,South Africa,1
Overberg,South Africa,1
Masvingo,Zimbabwe,1
Zakynthos,Greece,1
Tamuin,Mexico,1
Siguanea,Cuba,1
Iwojima,Japan,1
La Plata,Argentina,1
Tirupeti,India,1
Ekati,Canada,1
Bajhang,Nepal,1
Stronsay,United Kingdom,1
Muscle Shoals,United States,1
Salina,United States,1
Virac,Philippines,1
Aleknagik,United States,1
Savoonga,United States,1
Puntarenas,Costa Rica,1
Uliastai,Mongolia,1
Itzehoe,Germany,1
Bor,Russia,1
Brevard County,United States,1
Yaou,French Guiana,1
Mulia,Indonesia,1
La Plata,United States,1
Stony Brook,United States,1
Bellwood,United States,1
Kloten,Switzerland,1
Campbelltown,Australia,1
Mount Pocono,United States,1
Mangochi,Malawi,1
Gerlach,United States,1
Le Kremlin-Bicetre,France,1
Stroudsburg,United States,1
Lechang,China,1
Engeløy,Norway,1
Taku Lodge,United States,1
Geita,Tanzania,1
Wunrok,South Sudan,1
Rankin Inlet,Canada,1
Aalen-heidenheim,Germany,1
Isle Of Man,Isle of Man,1
Kroonstad,South Africa,1
Maun,Botswana,1
Epinal,France,1
Diyabakir,Turkey,1
Stephen's Island,Antarctica,1
Campo Grande,Brazil,1
Puerto Cabello,Venezuela,1
Nangapinoh,Indonesia,1
Ca Mau,Vietnam,1
Juist,Germany,1
Marau,Solomon Islands,1
Kagau Island,Solomon Islands,1
Daru,Papua New Guinea,1
Momote,Papua New Guinea,1
Muskrat Dam,Canada,1
Foula,United Kingdom,1
Adak Island,United States,1
Paramaribo,Suriname,1
Tanjung Selor-Borneo Island,Indonesia,1
Nunukan-Nunukan Island,Indonesia,1
Wangerooge,Germany,1
Ustupo,Panama,1
DALLAS,United States,1
Tsumeb,Namibia,1
Suffield,Canada,1
Pont Sur Yonne,France,1
Bogande,Canada,1
Temora,Australia,1
Kerama,Japan,1
Kvarkeno,Russia,1
Sinabang,Indonesia,1
Berdyansk,Ukraine,1
Aragatz,Armenia,1
Calahorra,Spain,1
Mirny,Russia,1
Denville,United States,1
Kratzeburg,Germany,1
Prairie du Chien,United States,1
Zhalantun,China,1
Kasese,Uganda,1
Jiagedaqi District,China,1
Maarssen,Netherlands,1
Hassfurt,Germany,1
Lasham,United Kingdom,1
Bukavu/kavumu,Congo (Kinshasa),1
Udbina,Croatia,1
Alpnach,Switzerland,1
Whakatane,New Zealand,1
Mocord,Brazil,1
Tulcan,Ecuador,1
Barnaul,Russia,1
Knobnoster,United States,1
Aden,Yemen,1
Wassau,United States,1
Burao,Somalia,1
Mili Island,Marshall Islands,1
Jolo,Philippines,1
Yan'an,China,1
Nastaetten,Germany,1
Icy Bay,United States,1
La Macarena,Colombia,1
San Clemente Island,United States,1
Tulln,Austria,1
Thomasville,United States,1
Cedar Key,United States,1
Williamson,United States,1
Sigiriya,Sri Lanka,1
Niles,United States,1
Siborong-Borong,Indonesia,1
Hudson,United States,1
Versaille,France,1
Lundby,Denmark,1
Wangaratta,Australia,1
Lupin Mine,Canada,1
Meade,United States,1
Balchik,Bulgaria,1
Pinar Del Rio,Cuba,1
Paterson,United States,1
Bloomsburg,United States,1
Allison Park,United States,1
Las vegas,United States,1
Rheydt,Germany,1
Rothenburg ob der Tauber,Germany,1
Gjoa Haven,Canada,1
Greenwood,Canada,1
Ouagadougou,Burkina Faso,1
Zinder,Niger,1
East Midlands,United Kingdom,1
Atar,Mauritania,1
Badajoz,Spain,1
Antalya,Turkey,1
Erzincan,Turkey,1
La Ceiba,Honduras,1
Chihuahua,Mexico,1
Guapi,Colombia,1
Arequipa,Peru,1
Bikaner,India,1
Winston-salem,United States,1
Astypalaia,Greece,1
Whale Cove,Canada,1
Rybinsk,Russia,1
Inis Mor,Ireland,1
Sredniiy,Russia,1
Weyers Cave,United States,1
Ruidoso,United States,1
Fiti\'uta,American Samoa,1
El Cajon,United States,1
Una,Brazil,1
Wisconsin Rapids,United States,1
Torit,South Sudan,1
Ruzomberok,Slovakia,1
Helsingor,Denmark,1
Puruk Cahu,Indonesia,1
Ingersoll,Canada,1
Shin-kamigoto,Japan,1
Redfern,Australia,1
Espoo,Finland,1
Al Cut,Iraq,1
Morwell,Australia,1
Treviglio,Italy,1
Rijssen,Netherlands,1
Pasewalk,Germany,1
Frederikshavn,Denmark,1
Siguiri,Guinea,1
Zintan,Libya,1
Seldovia,United States,1
Kannur,India,1
Chapleau,Canada,1
Mengen,Germany,1
Alexander Bay,South Africa,1
Buta Zega,Congo (Kinshasa),1
Kaedi,Mauritania,1
Lake Manyara,Tanzania,1
Entebbe,Uganda,1
Son Bonet,Spain,1
Biarritz-bayonne,France,1
Nuevo Casas Grandes,Mexico,1
Shindand,Afghanistan,1
Tabuk,Saudi Arabia,1
Sharjah,United Arab Emirates,1
Khasab,Oman,1
Yoron,Japan,1
Kandla,India,1
Surabaya,Indonesia,1
Santarem,Brazil,1
Kaikoura,New Zealand,1
Kzyl-Orda,Kazakhstan,1
Eastmain River,Canada,1
Land's End,United Kingdom,1
Ondjiva,Angola,1
Longana,Vanuatu,1
Kandrian,Papua New Guinea,1
Setif,Algeria,1
Anvik,United States,1
King Cove,United States,1
Nunam Iqua,United States,1
Barreiras,Brazil,1
Rock Hill,United States,1
Lahr,Germany,1
Bad Duerkheim,Germany,1
Palatka,United States,1
Toul,France,1
Kendall,United States,1
Ellicott,United States,1
Kiama,Australia,1
Pineville,United States,1
Ealing,United Kingdom,1
Luzern,Switzerland,1
Qufu,China,1
Sinel'nikovo,Ukraine,1
Glengyle,Australia,1
Siquijor,Philippines,1
Kuçovë,Albania,1
Karaj,Iran,1
Hermannsburg,Australia,1
Baidoa,Somalia,1
Breukelen,Netherlands,1
Gare de Saint-Louis-la-Chaussee,France,1
Hallnas,Sweden,1
Jiansanjiang,China,1
Camden,Trinidad and Tobago,1
Hall Beach,Canada,1
Medicine Hat,Canada,1
Parnu,Estonia,1
Geilo,Norway,1
Skovde,Sweden,1
Marble Hall,South Africa,1
Melilla,Spain,1
Gerona,Spain,1
Tauranga,New Zealand,1
Kashan,Iran,1
Futema,Japan,1
Ulan-ude,Russia,1
Fort Yukon,United States,1
Hobart,United States,1
Kendall-tamiami,United States,1
Stepanavan,Armenia,1
Manchester NH,United States,1
Cody,United States,1
Stoelmans Eiland,Suriname,1
Ine,Marshall Islands,1
Alanya,Turkey,1
Sylvania,United States,1
Ulm,Germany,1
Ulithi,Micronesia,1
Phantom Lake,Canada,1
Lago Vista,United States,1
Mount Sterling,United States,1
Dounan,Taiwan,1
Hoje-Taastrup,Denmark,1
Nashville,Uganda,1
DICKA,United States,1
Estancia,United States,1
Yamburg,Russia,1
Talakan,Russia,1
Pimenta Bueno,Brazil,1
Vagar,Faroe Islands,1
St.-pierre,Reunion,1
Sitia,Greece,1
Moenjodaro,Pakistan,1
Junin,Argentina,1
Cuiaba,Brazil,1
La Mina,Colombia,1
Tulua,Colombia,1
Baghdogra,India,1
Charlieville,Australia,1
Killeen,United States,1
Gore,Ethiopia,1
Maewo Island,Vanuatu,1
Pagerungan,Indonesia,1
Bielsko-Biala,Poland,1
Segeletz,Germany,1
Kilaguni,Kenya,1
Boulder,United States,1
Snohomish WA,United States,1
Drummondville,Canada,1
Manchester by the Sea,United States,1
Ngawa,China,1
Rustavi,Georgia,1
Wooster,United States,1
Huddinge,Sweden,1
Port Kent,United States,1
Saint Petersburg,Russia,1
Takengon,Indonesia,1
Castelo Branco,Portugal,1
Bethune,France,1
Newcastle,United Kingdom,1
Skrydstrup,Denmark,1
Mkuze,South Africa,1
Mongu,Zambia,1
Port Gentil,Gabon,1
Mersa-matruh,Egypt,1
Ras Lanouf V 40,Libya,1
Saidu Sharif,Pakistan,1
Oki Island,Japan,1
Chaiten,Chile,1
Tumaco,Colombia,1
Caicara De Orinoco,Venezuela,1
Pevek,Russia,1
Dnepropetrovsk,Ukraine,1
Djibouti,Djibouti,1
Santa Elena de Uairen,Venezuela,1
Chaurjhari,Nepal,1
State College Pennsylvania,United States,1
Salluit,Canada,1
Alula,Somalia,1
Sirt,Libya,1
La Isabela,Dominican Republic,1
Maryborough,Australia,1
Sue Islet,Australia,1
Bad Voeslau,Austria,1
Mary,Turkmenistan,1
Seal Bay,United States,1
Apetina,Suriname,1
Goba,Ethiopia,1
Okavango Delta,Botswana,1
Waterville,Canada,1
Etsha 13,Botswana,1
Blakely Island,United States,1
Eirunepe,Brazil,1
Centre,United States,1
Milledgeville,United States,1
Aweil,Sudan,1
Lorain-Elyria,United States,1
Cornelia,United States,1
Spa,Belgium,1
Pecos,United States,1
Leroo La Tau,Botswana,1
Xinyuan,China,1
Copan Ruinas,Honduras,1
San Ignacio,Belize,1
Siegburg,Germany,1
Bole,China,1
Obozerskiy,Russia,1
Troitsk,Russia,1
Kamra,Pakistan,1
Rugao,China,1
Sokode,Togo,1
East Rutherford,United States,1
South Attleboro,United States,1
PRIMAVERA D'OESTE,Brazil,1
Marcq En Baroeul,France,1
Bertrix,Belgium,1
Slupsk,Poland,1
Richard's Bay,South Africa,1
Moheli,Comoros,1
Kismayu,Somalia,1
Jerez,Spain,1
Aviano,Italy,1
Andros Town,Bahamas,1
Pukaki,New Zealand,1
Abadan,Iran,1
Zirku,United Arab Emirates,1
Chuuk,Micronesia,1
Aracaju,Brazil,1
Dominica,Dominica,1
St. Martin,Guadeloupe,1
Leh,India,1
Childress,United States,1
Bima,Indonesia,1
Paulatuk,Canada,1
Enghien-moisselles,France,1
Stony Rapids,Canada,1
Port Macquarie,Australia,1
Prangins,Switzerland,1
Lake City,United States,1
Katsina,Nigeria,1
Ouessant,France,1
Frejus,France,1
Belmopan,Belize,1
Hamburg,United States,1
Thalmaessing,Germany,1
Safford,United States,1
Deerfield Beach,United States,1
Delft,Netherlands,1
Chagual,Peru,1
Knucle Reef,Australia,1
Sindh,Pakistan,1
Artyshta,Russia,1
Eastover,United States,1
Epernay,France,1
Vitry-le-Francois,France,1
Twistringen,Germany,1
Bracke,Sweden,1
Leipheim,Germany,1
Tavernier,United States,1
Karlskrona,Sweden,1
Rhydt,Germany,1
Eilat,Israel,1
Dauphin,Canada,1
Minna,Nigeria,1
Siegerland,Germany,1
Chalsgrove,United Kingdom,1
Rzeszow,Poland,1
Joenkoeping,Sweden,1
Laupheim,Germany,1
Alphonse,Seychelles,1
St. Catherine,Egypt,1
Giallo,Libya,1
Zanzibar,Tanzania,1
Arcachon,France,1
Morlaix,France,1
Payerne,Switzerland,1
Uruapan,Mexico,1
Zhob,Pakistan,1
Seoul East,South Korea,1
Villa Gesell,Argentina,1
Alpinopolis,Brazil,1
Macas,Ecuador,1
Helena,United States,1
Sorkjosen,Norway,1
Morafenobe,Madagascar,1
Beica,Ethiopia,1
Huánuco,Peru,1
Honolulu Oahu,United States,1
Batken,Kyrgyzstan,1
Oldbury,United Kingdom,1
Hearst,Canada,1
Springfield MA,United States,1
Gryzliny,Poland,1
Korinthos,Greece,1
Tres Lagoas,Brazil,1
Bethpage,United States,1
Balboa,Panama,1
EMMEN,Switzerland,1
St. George,Bermuda,1
Skovorodino,Russia,1
San Marcos,United States,1
Wassmannsdorf,Germany,1
Dannemarie,France,1
Britz,Germany,1
Larchmont,United States,1
Klaipeda,Lithuania,1
El Bayadh,Algeria,1
Tiree,United Kingdom,1
Woensdrecht,Netherlands,1
Abumusa I.,Iran,1
Yaizu,Japan,1
Bahia Blanca,Argentina,1
Santo Angelo,Brazil,1
Valera,Venezuela,1
Rajkot,India,1
Cox's Bazar,Bangladesh,1
Kuching,Malaysia,1
Nanning,China,1
Madiun,Indonesia,1
Mataram,Indonesia,1
Lexington KY,United States,1
Dang,Nepal,1
Wollongong,Australia,1
Weifang,China,1
Gustavia,France,1
Greencastle,United States,1
Lutsk,Ukraine,1
Big Creek,Belize,1
Mekane Selam,Ethiopia,1
Okha,Russia,1
Nizhneangarsk,Russia,1
Nawiliwili Kauai Hawaii,United States,1
Chitabe,Botswana,1
Gent,Belgium,1
Chara,Russia,1
Minaki,Canada,1
Siofok,Hungary,1
Engelhard,United States,1
Clewiston,United States,1
Halaveli,Maldives,1
Erskineville,Australia,1
Stevensville,United States,1
Dhidhdhoofinolhu,Maldives,1
Majalengka,Indonesia,1
East Anacapa,United States,1
Roissy,France,1
Solwezi,Zambia,1
Hofn,Iceland,1
Sault Sainte Marie,Canada,1
High Level,Canada,1
Kajaani,Finland,1
Port Saint Johns,South Africa,1
Marsa Brega,Libya,1
Satu Mare,Romania,1
Chetumal,Mexico,1
Puebla,Mexico,1
Chatham Island,New Zealand,1
Hokitika,New Zealand,1
Masterton,New Zealand,1
Lavan Island,Iran,1
Beirut,Lebanon,1
Ladag,Philippines,1
Itumbiara,Brazil,1
Rio Branco,Brazil,1
Asuncion,Paraguay,1
Goa,India,1
Jessore,Bangladesh,1
Madurai,India,1
Blytheville,United States,1
Massena,United States,1
Marietta,United States,1
Samsoe,Denmark,1
Trogen,Switzerland,1
Apartadó,Colombia,1
Texada,Canada,1
Lodja,Congo (Kinshasa),1
Sault Ste Marie,United States,1
Sheridan,United States,1
Lamen Bay,Vanuatu,1
Gladstone,Australia,1
Isle Of Wight,United Kingdom,1
Uetersen,Germany,1
Glendive,United States,1
Sharq Al-Owainat,Egypt,1
Liping,China,1
Dunk Island,Australia,1
Mossoro,Brazil,1
Sewanee,United States,1
Cordele,United States,1
Saarmund,Germany,1
Holzhau,Germany,1
Port Lockroy,Antarctica,1
Mortavika,Norway,1
Jiaxing,China,1
Meschede,Germany,1
Ermentau,Kazakhstan,1
Wyborg,Russia,1
Upper Sandusky,United States,1
Kamen,Germany,1
Norristown,United States,1
Blankenfelde,Germany,1
Angatja Homeland,Australia,1
Socorro,United States,1
San Antonio de Pale,Equatorial Guinea,1
Turku,Finland,1
Enniskillen,United Kingdom,1
Ulundi,South Africa,1
Nacala,Mozambique,1
Mahe,Seychelles,1
Coetivy,Seychelles,1
Pau,France,1
Aire-sur-l'adour,France,1
Ales,France,1
Besancon-la-veze,France,1
La Baule,France,1
Pescara,Italy,1
Marsh Harbor,Bahamas,1
Faleolo,Samoa,1
Tacloban,Philippines,1
Boa Vista,Brazil,1
Criciuma,Brazil,1
Babo,Indonesia,1
Kuala Terengganu,Malaysia,1
Greenvile,United States,1
Narsaq,Greenland,1
Amboseli National Park,Kenya,1
Ahuas,Honduras,1
San Cristóbal,Ecuador,1
Neryungri,Russia,1
Narrabri,Australia,1
Wiluna,Australia,1
Jingdezhen,China,1
Namanga,Kenya,1
Thorne Bay,United States,1
Hatay,Turkey,1
Sevastopol,Ukraine,1
Passau,Germany,1
La Romaine,Canada,1
Telfer,Australia,1
Zaqatala,Azerbaijan,1
Miyajima,Japan,1
Aldan,Russia,1
Bairnsdale,Australia,1
Kokkedal,Denmark,1
Vila Bela da Santissima Trindade,Brazil,1
Lokot,Russia,1
Spittal-Millstatter See,Austria,1
McKean,United States,1
Cham,Switzerland,1
Grundarfjordur,Iceland,1
Jundiai,Brazil,1
Erkelenz,Germany,1
Saint-Germain-en-Laye,France,1
Albigny-sur-Saone,France,1
Reykjavik,Iceland,1
Kyritz,Germany,1
Ramstein,Germany,1
Diego Garcia Island,British Indian Ocean Territory,1
Morondava,Madagascar,1
Moundou,Chad,1
Kasungu,Malawi,1
St.-girons,France,1
Maimama,Afghanistan,1
Taif,Saudi Arabia,1
San Cristobal,Venezuela,1
Cat Lake,Canada,1
Tippi,Ethiopia,1
Ailuk Island,Marshall Islands,1
Wotje Atoll,Marshall Islands,1
Mana Island,Fiji,1
Anelghowhat,Vanuatu,1
Karumba,Australia,1
Longreach,Australia,1
Hohhot,China,1
Grytviken,South Georgia and the Islands,1
Mara Lodges,Kenya,1
Null,Bosnia and Herzegovina,1
Mojave,United States,1
Walgett,Australia,1
Dirk Hartog Island,Australia,1
Weinheim,Germany,1
Wadi Rum Desert,Jordan,1
Kabale,Uganda,1
Hillerod,Denmark,1
Inverhuron,Canada,1
Cramlington,United Kingdom,1
Spremberg,Germany,1
Banyan Tree Madivaru,Maldives,1
Santa Clarita,United States,1
Cordillo Downs,Australia,1
Aurora,United States,1
Alessandria,Italy,1
Coveñas,Colombia,1
Duffel,Belgium,1
Klein Warnow,Germany,1
Mjolby,Sweden,1
Ta'u,American Samoa,1
Trebbin,Germany,1
Nyurba,Russia,1
Kerinci Regency,Indonesia,1
Gahcho Kue,Canada,1
Leshan,China,1
Eskimo Point,Canada,1
Maribo,Denmark,1
Aalborg,Denmark,1
Karlskoga,Sweden,1
Farafangana,Madagascar,1
Nema,Mauritania,1
Cerklje,Slovenia,1
Beja (madeira),Portugal,1
Pyongtaek,South Korea,1
Tarapoto,Peru,1
Bryansk,Russia,1
Woomera,Australia,1
Charlottesville VA,United States,1
Monaco,Monaco,1
Newport RI,United States,1
Little Cayman,Cayman Islands,1
Mehamn,Norway,1
Mbambanakira,Solomon Islands,1
Kabri Dehar,Ethiopia,1
Bluefield,United States,1
Yanji,China,1
Emmonak,United States,1
Koyukuk,United States,1
Taksimo,Russia,1
Liskeard,United States,1
Sikeston,United States,1
Jao,Botswana,1
Shorkot,Pakistan,1
Rangali,Maldives,1
Erldunda,Australia,1
Edgewood,United States,1
Shaoyang,China,1
Kuummiit,Greenland,1
Nikolskoye,Russia,1
Namlea,Indonesia,1
San Isidro,Costa Rica,1
Lake Worth,United States,1
Tuktoyaktuk,Canada,1
Cotonou,Benin,1
Pyhasalmi,Finland,1
Krusa-padborg,Denmark,1
Mbuji-mayi,Congo (Kinshasa),1
Ghat,Libya,1
Obera,Argentina,1
Coimbatore,India,1
Kochi,India,1
Laoag,Philippines,1
Jiuzhaigou,China,1
Paamiut,Greenland,1
La Môle,France,1
Iwami,Japan,1
El Salvador,Chile,1
Ruby,United States,1
Malad City,United States,1
Aspen,United States,1
Borba,Brazil,1
Ruhnu,Estonia,1
Tinak,Marshall Islands,1
Goraszka,Poland,1
Ndutu,Tanzania,1
Serengeti South,Tanzania,1
Houli,Taiwan,1
Zeppelinheim,Germany,1
Bruck,Germany,1
Plattenburg,Germany,1
Marsta,Sweden,1
Altdorf,Switzerland,1
Horgen,Switzerland,1
Amata,Australia,1
Schwedt,Poland,1
Holbrook,United States,1
Bartlett,United States,1
Leirvik,Faroe Islands,1
Ndola,Zambia,1
Banjul,Gambia,1
Grenoble,France,1
Limnos,Greece,1
Rivolto,Italy,1
Tokat,Turkey,1
Gizan,Saudi Arabia,1
Masirah,Oman,1
Collique,Peru,1
Bukhara,Uzbekistan,1
Samarkand,Uzbekistan,1
Utkela,India,1
Bikini Atoll,Marshall Islands,1
Ua Pou,French Polynesia,1
Mcgrath,United States,1
Naga,Philippines,1
Sinop,Turkey,1
Fehraltorf,Switzerland,1
Kirchheim-Teck,Germany,1
Kiana,United States,1
Andermatt,Switzerland,1
Santa Cruz de Tenerife,Spain,1
Miroslawiec,Poland,1
Emeryville,United States,1
Charelvoix,United States,1
Capurgana,Colombia,1
La Ferte Alais,France,1
Kasonaweja,Indonesia,1
Panshanger,United Kingdom,1
Dhiddhoofinolhu,Maldives,1
Greeley,United States,1
Redwood Falls,United States,1
Bramstedt bei Syke,Germany,1
Zussow,Germany,1
Marcus Hook,United States,1
Larvik,Norway,1
Alxa Right Banner,China,1
Buol,Indonesia,1
Creve Coeur,United States,1
Poix-de-Picardie,France,1
Noeux-les-Mines,France,1
Soesterberg,Netherlands,1
Kamina Base,Congo (Kinshasa),1
Tan Tan,Morocco,1
San Isidoro,Dominican Republic,1
Iki,Japan,1
Galapagos,Ecuador,1
El Banco,Colombia,1
Bratsk,Russia,1
Luang Prabang,Laos,1
Simara,Nepal,1
Songkhla,Thailand,1
Prescott,United States,1
Tallahassee,United States,1
Bozeman,United States,1
Dipolog,Philippines,1
Wadi-al-dawasir,Saudi Arabia,1
Caye Chapel,Belize,1
Scottsdale,United States,1
DELETE,United States,1
Playon Chico,Panama,1
Clarksville,United States,1
San Pedro de Atacama,Chile,1
Berwick-upon-Tweed,United Kingdom,1
Ulysses,United States,1
Cheval Blanc Randheli,Maldives,1
Zlobin,Belarus,1
Crystal Head Beach,Australia,1
Ukiah,United States,1
Rioja,Peru,1
Riedstadt-Goddelau,Germany,1
Mogilno,Poland,1
Jorn,Sweden,1
Flagler County,United States,1
Amboise,France,1
Eqalugaarsuit,Greenland,1
Isafjordur,Iceland,1
Bordj El Amri,Tunisia,1
Tozeur,Tunisia,1
Sumburgh,United Kingdom,1
Mildenhall,United Kingdom,1
Swellendam,South Africa,1
Lumbo,Mozambique,1
Cervia,Italy,1
Villafranca,Italy,1
Sao Jorge Island,Portugal,1
Manzanillo,Cuba,1
Reao,French Polynesia,1
New Plymouth,New Zealand,1
Bandar Lengeh,Iran,1
Daran,Iran,1
Macae,Brazil,1
Las Palmas,Peru,1
Isla De Coche,Venezuela,1
La Fria,Venezuela,1
Sek Kong,Hong Kong,1
Kirtland A.f.b.,United States,1
Teterboro,United States,1
Saginaw,United States,1
Tabarka,Tunisia,1
Wollaston Lake,Canada,1
La Palma,Panama,1
Maningrida,Australia,1
Champion-7,Brunei,1
Hellwege,Germany,1
North Whale Pass,United States,1
Tin City,United States,1
Wainwright,United States,1
Lac Brochet,Canada,1
Corn Island,Nicaragua,1
Fitzroy Crossing,Australia,1
Roscoff,France,1
Damme,Germany,1
Nightmute,United States,1
Umuarama,Brazil,1
Lephalale,South Africa,1
Oakdale,United States,1
Braganca Paulista,Brazil,1
Packwood,United States,1
Sanggata,Indonesia,1
Illaga,Indonesia,1
Cold Spring Harbor,United States,1
Lake Bluff,United States,1
Shell Knob,United States,1
Conselheiro Lafaiete,Brazil,1
Mauthausen,Austria,1
Biblis,Germany,1
Grabow,Germany,1
Rosny,France,1
Neuhaus,Austria,1
Diomede,United States,1
Tiakur,Indonesia,1
Dobo,Indonesia,1
Palanan,Philippines,1
Brooks River,United States,1
Leninsk-Kuznetskij,Russia,1
Xangongo,Angola,1
Shimojishima,Japan,1
Atalaya,Peru,1
Mackay,Australia,1
Cape Newenham,United States,1
Fort Smith,United States,1
Roswell,United States,1
Lhasa,China,1
Chu Lai,Vietnam,1
Churchill Falls,Canada,1
Matadi,Congo (Kinshasa),1
Scotia NY,United States,1
