airline,airline_id,source_airport,source_airport_id,destination_airport,destination_airport_id,codeshare,stops,equipment
HQ,2684,JMK,1468,JTR,1479,,0,320
HQ,2684,RHO,1472,BRU,302,,0,320 319
HQ,2684,RHO,1472,LGG,309,,0,320
HQ,2684,ZTH,1488,BRU,302,,0,320
HQ,2684,FNC,4091,BRU,302,,0,319 320
HA,2688,TPE,2276,HNL,3728,,0,333
HA,2688,CTS,2287,HNL,3728,,0,763
HA,2688,FUK,2305,HNL,3728,,0,763
HA,2688,HND,2359,HNL,3728,,0,332
HA,2688,BNE,3320,HNL,3728,,0,763
HA,2688,ITO,3415,OGG,3456,,0,717
HA,2688,OGG,3456,LAX,3484,,0,763
HA,2688,OGG,3456,KOA,3514,,0,717
HA,2688,OGG,3456,SEA,3577,,0,332
HA,2688,PHX,3462,HNL,3728,,0,763
HA,2688,SFO,3469,HNL,3728,,0,332
HA,2688,KOA,3514,HNL,3728,,0,717
HA,2688,SEA,3577,OGG,3456,,0,332
HA,2688,LIH,3602,OGG,3456,,0,717
HA,2688,MKK,3705,HNL,3728,,0,AT5
HA,2688,HNL,3728,TPE,2276,,0,333
HA,2688,HNL,3728,HND,2359,,0,332
HA,2688,HNL,3728,BNE,3320,,0,763
HA,2688,HNL,3728,OGG,3456,,0,717
HA,2688,HNL,3728,SFO,3469,,0,332
HA,2688,HNL,3728,SEA,3577,,0,332
HA,2688,HNL,3728,LIH,3602,,0,717
HA,2688,HNL,3728,PDX,3720,,0,332
HA,2688,HNL,3728,SAN,3731,,0,332
HA,2688,HNL,3728,SMF,3817,,0,763
HA,2688,HNL,3728,KIX,3992,,0,332
HA,2688,HNL,3728,PPT,4075,,0,332
HA,2688,JFK,3797,HNL,3728,,0,332
HA,2688,LAS,3877,SFO,3469,Y,0,320
HA,2688,LAS,3877,JFK,3797,Y,0,320
BH,2692,YPR,108,YVR,156,,0,DH1
BH,2692,YVR,156,YYD,179,,0,DH1
BH,2692,YYD,179,YXT,173,,0,DH1
JB,2731,YWH,4106,CXH,5500,,0,S76
JB,2731,CXH,5500,YWH,4106,,0,S76
HW,2748,YWJ,4237,YZF,196,,0,DHT
HW,2748,YWJ,4237,ZFN,4238,,0,DHT
HW,2748,ZFN,4238,YWJ,4237,,0,DHT
2L,2750,BOD,1264,ZRH,1678,,0,100
2L,2750,GVA,1665,LPA,1054,,0,319
2L,2750,ZRH,1678,LPA,1054,,0,319
2L,2750,ZRH,1678,LCA,1197,,0,319
2L,2750,ZRH,1678,BDS,1506,,0,100
HD,2765,CTS,2287,KMQ,2322,,0,735
HD,2765,CTS,2287,OKJ,2327,,0,735
HD,2765,CTS,2287,HND,2359,,0,763 735
HD,2765,CTS,2287,FKS,5999,,0,735
HD,2765,HKD,2288,HND,2359,,0,763
HD,2765,KMQ,2322,CTS,2287,,0,735
HD,2765,TOY,2324,CTS,2287,,0,735
HD,2765,HND,2359,OBO,2286,,0,735
HD,2765,HND,2359,CTS,2287,,0,763 735
HD,2765,HND,2359,AKJ,2299,,0,735 763
HX,2773,TPE,2276,HKG,3077,,0,333 332
HX,2773,KOJ,2307,HKG,3077,,0,320
HX,2773,HKG,3077,SGN,3205,,0,320
HX,2773,HKG,3077,TYN,3369,,0,320
HX,2773,HKG,3077,XMN,3383,,0,320
HX,2773,HKG,3077,FOC,3385,,0,332 320
HX,2773,HKG,3077,HGH,3386,,0,332 320
HX,2773,HKG,3077,CKG,3393,,0,320
HX,2773,HKG,3077,KWE,3394,,0,320
HX,2773,HKG,3077,CTU,3395,,0,332
HX,2773,HKG,3077,PVG,3406,,0,332 333 738
HX,2773,HKG,3077,BKK,3885,,0,332 333
HX,2773,HKG,3077,DPS,3940,,0,332 333
HX,2773,HKG,3077,SYX,4030,,0,320
HX,2773,HAN,3199,HKG,3077,,0,320
HX,2773,TYN,3369,HKG,3077,,0,320
HX,2773,KWL,3372,HKG,3077,,0,320
HX,2773,XMN,3383,HKG,3077,,0,320
HX,2773,HGH,3386,HKG,3077,,0,320 332
HX,2773,SHA,3391,HKG,3077,,0,333
HX,2773,PVG,3406,HKG,3077,,0,332 333 738
HX,2773,DPS,3940,HKG,3077,,0,333 332
HX,2773,HAK,4120,HKG,3077,,0,320
UO,2774,RMQ,2268,HKG,3077,,0,320
UO,2774,HKG,3077,RMQ,2268,,0,320
UO,2774,HKG,3077,KMG,3382,,0,320
UO,2774,HKG,3077,ICN,3930,,0,320
UO,2774,HKT,3179,HKG,3077,,0,320
UO,2774,BKI,3269,HKG,3077,,0,320
UO,2774,KMG,3382,HKG,3077,,0,320
UO,2774,CNX,3931,HKG,3077,,0,320
IB,2822,YUL,146,LHR,507,Y,0,777
IB,2822,ALG,210,BCN,1218,Y,0,320
IB,2822,BRU,302,BCN,1218,Y,0,320
IB,2822,BRU,302,MAD,1229,,0,321 320
IB,2822,BRU,302,AGP,1230,Y,0,320
IB,2822,BRU,302,VCE,1551,,0,320
IB,2822,BRU,302,LIS,1638,,0,320
IB,2822,DRS,338,BCN,1218,Y,0,320
IB,2822,HAM,342,BCN,1218,Y,0,320
IB,2822,MUC,346,AGP,1230,Y,0,320
IB,2822,STR,350,BCN,1218,Y,0,320
IB,2822,TXL,351,BIO,1216,Y,0,320
IB,2822,HAJ,352,BCN,1218,Y,0,320
IB,2822,DTM,373,BCN,1218,,0,320
IB,2822,HEL,421,MAD,1229,Y,0,321
IB,2822,MAN,478,ORD,3830,Y,0,763
IB,2822,CWL,488,BCN,1218,Y,0,320
IB,2822,LGW,502,ACE,1055,Y,0,320
IB,2822,LGW,502,TFS,1056,Y,0,320
IB,2822,LGW,502,ALC,1212,Y,0,319 734
IB,2822,LGW,502,ANU,2874,Y,0,777
IB,2822,LGW,502,UVF,2894,Y,0,777
IB,2822,LGW,502,MCO,3878,Y,0,777
IB,2822,LGW,502,BDA,4069,Y,0,777
IB,2822,LCY,503,GRX,1223,Y,0,E90
IB,2822,LCY,503,MAD,1229,Y,0,E90
IB,2822,LCY,503,PMI,3998,Y,0,E90
IB,2822,LHR,507,YVR,156,Y,0,744
IB,2822,LHR,507,YYZ,193,Y,0,788 744
IB,2822,LHR,507,LBA,517,Y,0,319
IB,2822,LHR,507,ABZ,532,Y,0,320 319
IB,2822,LHR,507,GLA,534,Y,0,320 319 321 767
IB,2822,LHR,507,EDI,535,Y,0,320 321 319
IB,2822,LHR,507,OSL,644,Y,0,319 320 321
IB,2822,LHR,507,GOT,687,Y,0,320
IB,2822,LHR,507,BIO,1216,,0,320
IB,2822,LHR,507,BCN,1218,Y,0,319 320 321
IB,2822,LHR,507,BUD,1489,Y,0,320
IB,2822,LHR,507,PHX,3462,Y,0,744
IB,2822,LHR,507,LAX,3484,Y,0,744 77W 388
IB,2822,LHR,507,EWR,3494,Y,0,777 788
IB,2822,LHR,507,IAH,3550,Y,0,744 777
IB,2822,LHR,507,SEA,3577,Y,0,744
IB,2822,LHR,507,RDU,3626,Y,0,763
IB,2822,LHR,507,DFW,3670,Y,0,77W 744 777
IB,2822,LHR,507,AUS,3673,,0,788
IB,2822,LHR,507,IAD,3714,Y,0,744 777
IB,2822,LHR,507,DEN,3751,Y,0,777
IB,2822,LHR,507,BWI,3849,Y,0,767
IB,2822,LHR,507,LAS,3877,Y,0,744
IB,2822,LHR,507,BKK,3885,Y,0,777
IB,2822,LHR,507,PMI,3998,Y,0,319 320
IB,2822,NCL,521,LHR,507,Y,0,320 319
IB,2822,ABZ,532,LHR,507,Y,0,320 319
IB,2822,GLA,534,LHR,507,Y,0,321 320
IB,2822,EDI,535,LHR,507,Y,0,321 320
IB,2822,AMS,580,BCN,1218,Y,0,320
IB,2822,AMS,580,SVQ,1253,Y,0,320
IB,2822,AMS,580,PMI,3998,Y,0,320
IB,2822,CPH,609,ALC,1212,Y,0,320
IB,2822,CPH,609,BCN,1218,Y,0,320
IB,2822,CPH,609,MAD,1229,Y,0,32S
IB,2822,CPH,609,AGP,1230,Y,0,320
IB,2822,CPH,609,FLR,1563,Y,0,320
IB,2822,OSL,644,BCN,1218,Y,0,320
IB,2822,GOT,687,LHR,507,Y,0,320
IB,2822,ARN,737,LHR,507,Y,0,320 321 319
IB,2822,ARN,737,BCN,1218,Y,0,320
IB,2822,ARN,737,MAD,1229,Y,0,32S
IB,2822,LAD,951,MAD,1229,,0,333
IB,2822,BJL,1050,BCN,1218,Y,0,320
IB,2822,SPC,1053,MAD,1229,Y,0,32S
IB,2822,LPA,1054,BCN,1218,Y,0,320
IB,2822,LPA,1054,ORY,1386,Y,0,320
IB,2822,ACE,1055,MAD,1229,Y,0,32S
IB,2822,TFS,1056,BCN,1218,Y,0,320
IB,2822,TFS,1056,VGO,1250,,0,32S
IB,2822,TFN,1057,BIO,1216,Y,0,320
IB,2822,TFN,1057,BCN,1218,Y,0,320
IB,2822,TFN,1057,MAD,1229,Y,0,32S
IB,2822,TFN,1057,VLC,1246,Y,0,CR9
IB,2822,TFN,1057,SVQ,1253,Y,0,320
IB,2822,TFN,1057,ORY,1386,,0,321
IB,2822,MLN,1058,GRX,1223,Y,0,AT7
IB,2822,CMN,1074,VLC,1246,Y,0,AT7
IB,2822,TNG,1080,BCN,1218,Y,0,320 73G
IB,2822,TNG,1080,MAD,1229,Y,0,CRK CR9
IB,2822,ALC,1212,ORN,231,Y,0,320
IB,2822,ALC,1212,BRU,302,Y,0,320
IB,2822,ALC,1212,BCN,1218,Y,0,320
IB,2822,ALC,1212,IBZ,1225,Y,0,CR9 AT7 CR2
IB,2822,ALC,1212,MAD,1229,Y,0,32S
IB,2822,ALC,1212,FCO,1555,,0,320
IB,2822,OVD,1214,MAD,1229,,0,319 320
IB,2822,OVD,1214,CDG,1382,Y,0,320
IB,2822,BIO,1216,LHR,507,,0,320
IB,2822,BIO,1216,ACE,1055,Y,0,320
IB,2822,BIO,1216,BCN,1218,Y,0,320
IB,2822,BIO,1216,IBZ,1225,Y,0,320
IB,2822,BIO,1216,AGP,1230,Y,0,320
IB,2822,BIO,1216,SCQ,1243,Y,0,CR9
IB,2822,BIO,1216,SVQ,1253,Y,0,320
IB,2822,BIO,1216,MXP,1524,Y,0,320
IB,2822,BCN,1218,FRA,340,Y,0,320
IB,2822,BCN,1218,MUC,346,Y,0,320
IB,2822,BCN,1218,STR,350,Y,0,320
IB,2822,BCN,1218,TXL,351,Y,0,320 738 321
IB,2822,BCN,1218,HAJ,352,Y,0,320
IB,2822,BCN,1218,CPH,609,Y,0,320
IB,2822,BCN,1218,OSL,644,Y,0,320
IB,2822,BCN,1218,GOT,687,Y,0,320
IB,2822,BCN,1218,BJL,1050,Y,0,320
IB,2822,BCN,1218,ACE,1055,Y,0,320
IB,2822,BCN,1218,DKR,1084,,0,320
IB,2822,BCN,1218,DBV,1200,Y,0,320
IB,2822,BCN,1218,ZAG,1208,Y,0,320
IB,2822,BCN,1218,BIO,1216,Y,0,320
IB,2822,BCN,1218,IBZ,1225,Y,0,320
IB,2822,BCN,1218,SLM,1238,Y,0,CR2
IB,2822,BCN,1218,EAS,1242,Y,0,320 319
IB,2822,BCN,1218,SCQ,1243,Y,0,320
IB,2822,BCN,1218,VLL,1247,Y,0,CR2
IB,2822,BCN,1218,SDR,1251,Y,0,320
IB,2822,BCN,1218,SVQ,1253,Y,0,320
IB,2822,BCN,1218,BOD,1264,Y,0,320
IB,2822,BCN,1218,MRS,1353,Y,0,320
IB,2822,BCN,1218,NCE,1354,Y,0,320
IB,2822,BCN,1218,ORY,1386,Y,0,320
IB,2822,BCN,1218,LIL,1399,,0,320
IB,2822,BCN,1218,BES,1403,Y,0,320
IB,2822,BCN,1218,RNS,1415,Y,0,320
IB,2822,BCN,1218,CTA,1509,,0,320
IB,2822,BCN,1218,NAP,1561,Y,0,320
IB,2822,BCN,1218,TLV,1590,Y,0,763 320 744 739
IB,2822,BCN,1218,ZRH,1678,Y,0,320
IB,2822,BCN,1218,AMM,2170,Y,0,320
IB,2822,BCN,1218,IEV,2944,Y,0,320
IB,2822,BCN,1218,MIA,3576,Y,0,763
IB,2822,BCN,1218,ATH,3941,Y,0,320
IB,2822,BCN,1218,PMI,3998,Y,0,320
IB,2822,BCN,1218,LEN,6756,Y,0,CR2
IB,2822,LCG,1220,SVQ,1253,Y,0,320
IB,2822,GRX,1223,MLN,1058,Y,0,AT7
IB,2822,IBZ,1225,LHR,507,,0,319 320
IB,2822,IBZ,1225,ALC,1212,Y,0,CR9 AT7 CR2
IB,2822,IBZ,1225,BCN,1218,Y,0,320
IB,2822,IBZ,1225,VLC,1246,Y,0,AT7 CR2 CR9
IB,2822,MAD,1229,ORN,231,,0,319
IB,2822,MAD,1229,ACC,248,,0,319
IB,2822,MAD,1229,DUS,345,Y,0,32S
IB,2822,MAD,1229,LHR,507,,0,321 320 345 333 342
IB,2822,MAD,1229,DUB,599,Y,0,32S
IB,2822,MAD,1229,FUE,1051,Y,0,32S
IB,2822,MAD,1229,MLN,1058,Y,0,AT7
IB,2822,MAD,1229,CMN,1074,,0,320 319
IB,2822,MAD,1229,SOF,1194,Y,0,319 320 E90
IB,2822,MAD,1229,LEI,1213,Y,0,CRK CR2 AT7 CR9
IB,2822,MAD,1229,BIO,1216,,0,319 321 320
IB,2822,MAD,1229,LCG,1220,,0,319 320 321
IB,2822,MAD,1229,VGO,1250,Y,0,32S
IB,2822,MAD,1229,LYS,1335,Y,0,CRK
IB,2822,MAD,1229,NCE,1354,Y,0,CRK CR9
IB,2822,MAD,1229,SXB,1435,Y,0,CR2
IB,2822,MAD,1229,MXP,1524,,0,321 320
IB,2822,MAD,1229,TRN,1526,Y,0,CRK CR9
IB,2822,MAD,1229,VCE,1551,,0,321 319 320
IB,2822,MAD,1229,FCO,1555,,0,321 319
IB,2822,MAD,1229,OPO,1636,Y,0,CRK CR9
IB,2822,MAD,1229,PTY,1871,,0,346 342 333
IB,2822,MAD,1229,GRU,2564,,0,345 342 346
IB,2822,MAD,1229,BOS,3448,,0,333
IB,2822,MAD,1229,MIA,3576,,0,333 346
IB,2822,MAD,1229,DFW,3670,Y,0,777
IB,2822,MAD,1229,JFK,3797,,0,333 346
IB,2822,MAD,1229,PMI,3998,Y,0,32S
IB,2822,MAD,1229,DME,4029,,0,319
IB,2822,MAD,1229,RJL,5781,Y,0,CR2
IB,2822,AGP,1230,HAM,342,Y,0,320
IB,2822,AGP,1230,MUC,346,Y,0,320
IB,2822,AGP,1230,LGW,502,Y,0,319 734 320
IB,2822,AGP,1230,LCY,503,Y,0,E90
IB,2822,AGP,1230,LPA,1054,Y,0,320
IB,2822,AGP,1230,MLN,1058,Y,0,AT7
IB,2822,AGP,1230,OVD,1214,Y,0,320
IB,2822,AGP,1230,BIO,1216,Y,0,320
IB,2822,AGP,1230,BCN,1218,Y,0,320
IB,2822,AGP,1230,MAD,1229,Y,0,32S
IB,2822,AGP,1230,FCO,1555,Y,0,320
IB,2822,AGP,1230,PMI,3998,,0,320
IB,2822,AGP,1230,DME,4029,Y,0,320
IB,2822,MAH,1231,BCN,1218,Y,0,320
IB,2822,MAH,1231,VLC,1246,Y,0,CR2 AT7
IB,2822,MAH,1231,PMI,3998,Y,0,CR9
IB,2822,EAS,1242,MAD,1229,Y,0,AT7 CR2
IB,2822,SCQ,1243,BRU,302,,0,320
IB,2822,SCQ,1243,BIO,1216,Y,0,CR9
IB,2822,SCQ,1243,MAD,1229,Y,0,32S
IB,2822,VLC,1246,AMS,580,Y,0,320
IB,2822,VLC,1246,TFN,1057,Y,0,CR9
IB,2822,VLC,1246,OVD,1214,Y,0,CRK CR9
IB,2822,VLC,1246,MAH,1231,Y,0,CR2 AT7
IB,2822,VLC,1246,SVQ,1253,Y,0,CRK CR2 CR9 AT7
IB,2822,VLC,1246,ORY,1386,Y,0,320
IB,2822,VLC,1246,FCO,1555,Y,0,320
IB,2822,VLC,1246,PMI,3998,Y,0,CR9 AT7
IB,2822,VGO,1250,MAD,1229,Y,0,32S
IB,2822,SDR,1251,MAD,1229,,0,319
IB,2822,SVQ,1253,BIO,1216,Y,0,320
IB,2822,SVQ,1253,BCN,1218,Y,0,320
IB,2822,SVQ,1253,LCG,1220,Y,0,320
IB,2822,SVQ,1253,VLC,1246,Y,0,CRK CR2 CR9 AT7
IB,2822,BOD,1264,BCN,1218,Y,0,320
IB,2822,BOD,1264,MAD,1229,Y,0,CRK CR9
IB,2822,TLS,1273,BCN,1218,Y,0,320
IB,2822,TLS,1273,PMI,3998,Y,0,320
IB,2822,LDE,1276,MAD,1229,Y,0,CR9
IB,2822,LYS,1335,AGP,1230,,0,320
IB,2822,LYS,1335,SVQ,1253,,0,320
IB,2822,LYS,1335,PMI,3998,Y,0,320
IB,2822,MRS,1353,BCN,1218,Y,0,320
IB,2822,MRS,1353,PMI,3998,,0,320
IB,2822,CDG,1382,MIA,3576,Y,0,763
IB,2822,CDG,1382,DFW,3670,Y,0,763 777
IB,2822,CDG,1382,JFK,3797,Y,0,763 757
IB,2822,ORY,1386,LHR,507,Y,0,319 320
IB,2822,ORY,1386,TFS,1056,,0,321
IB,2822,ORY,1386,TFN,1057,,0,321
IB,2822,ORY,1386,SVQ,1253,Y,0,320
IB,2822,ORY,1386,FLR,1563,Y,0,320
IB,2822,ORY,1386,OPO,1636,Y,0,320
IB,2822,ORY,1386,LIS,1638,Y,0,320
IB,2822,ORY,1386,JFK,3797,Y,0,752
IB,2822,LIL,1399,BCN,1218,,0,320
IB,2822,RNS,1415,BCN,1218,Y,0,320
IB,2822,NTE,1418,SVQ,1253,,0,320
IB,2822,NTE,1418,FCO,1555,Y,0,320
IB,2822,BUD,1489,LHR,507,Y,0,320
IB,2822,CTA,1509,FLR,1563,Y,0,320
IB,2822,PMO,1512,FLR,1563,,0,320
IB,2822,MXP,1524,BIO,1216,Y,0,320
IB,2822,LIN,1529,MAD,1229,,0,320 321
IB,2822,VCE,1551,BRU,302,,0,320
IB,2822,FCO,1555,BRU,302,,0,320
IB,2822,FCO,1555,BCN,1218,Y,0,320
IB,2822,FCO,1555,MAD,1229,,0,321 319
IB,2822,FCO,1555,AGP,1230,Y,0,320
IB,2822,FCO,1555,CTA,1509,,0,320
IB,2822,FCO,1555,PRG,1587,Y,0,320
IB,2822,PSA,1562,BCN,1218,Y,0,320
IB,2822,TLV,1590,BCN,1218,,0,738
IB,2822,TLV,1590,MAD,1229,,0,319
IB,2822,MLA,1606,BCN,1218,Y,0,320
IB,2822,OPO,1636,BCN,1218,,0,320
IB,2822,LIS,1638,MAD,1229,,0,320 321 319
IB,2822,LIS,1638,ORY,1386,Y,0,320
IB,2822,OTP,1657,BCN,1218,Y,0,320
IB,2822,GVA,1665,MAD,1229,,0,320 319
IB,2822,ZRH,1678,BCN,1218,Y,0,320
IB,2822,KIN,1779,LGW,502,Y,0,777
IB,2822,MEX,1824,MAD,1229,,0,345 346
IB,2822,MGA,1863,SJO,1885,Y,0,E90
IB,2822,PTY,1871,SJO,1885,Y,0,73G
IB,2822,PTY,1871,MIA,3576,Y,0,738
IB,2822,SJO,1885,PTY,1871,Y,0,E90
IB,2822,AUH,2179,LHR,507,Y,0,777
IB,2822,GIG,2560,MAD,1229,,0,342 333 345 346
IB,2822,PMC,2665,SCL,2650,Y,0,320
IB,2822,GYE,2673,UIO,2688,Y,0,319
IB,2822,LIM,2789,CUZ,2812,Y,0,319
IB,2822,AQP,2802,LIM,2789,Y,0,319
IB,2822,CUZ,2812,JUL,2792,Y,0,319
IB,2822,ANU,2874,LGW,502,Y,0,777
IB,2822,SKB,2891,ANU,2874,Y,0,777
IB,2822,UVF,2894,LGW,502,Y,0,777
IB,2822,UVF,2894,POS,2902,Y,0,777
IB,2822,POS,2902,UVF,2894,Y,0,777
IB,2822,IEV,2944,BCN,1218,Y,0,320
IB,2822,LED,2948,BCN,1218,Y,0,320
IB,2822,SIN,3316,SYD,3361,Y,0,777
IB,2822,SYD,3361,SIN,3316,Y,0,777
IB,2822,BOS,3448,LHR,507,Y,0,777 744
IB,2822,PHX,3462,LHR,507,Y,0,744
IB,2822,LAX,3484,MAD,1229,,0,346 342
IB,2822,EWR,3494,LHR,507,Y,0,777 788
IB,2822,IAH,3550,LHR,507,Y,0,744 777
IB,2822,MIA,3576,LHR,507,Y,0,744 77W 777
IB,2822,MIA,3576,BCN,1218,Y,0,763
IB,2822,DFW,3670,LHR,507,Y,0,77W 744 777
IB,2822,DFW,3670,CDG,1382,Y,0,763 777
IB,2822,IAD,3714,LHR,507,Y,0,744 777
IB,2822,SAN,3731,LHR,507,Y,0,777
IB,2822,DEN,3751,LHR,507,Y,0,777
IB,2822,PHL,3752,LHR,507,Y,0,777 767
IB,2822,JFK,3797,MAN,478,Y,0,757
IB,2822,JFK,3797,BCN,1218,Y,0,763
IB,2822,JFK,3797,MAD,1229,,0,333 346
IB,2822,JFK,3797,CDG,1382,Y,0,763 757
IB,2822,JFK,3797,ORY,1386,Y,0,752
IB,2822,ORD,3830,DUS,345,Y,0,763
IB,2822,ORD,3830,MAN,478,Y,0,763
IB,2822,ORD,3830,LHR,507,Y,0,763 777 744
IB,2822,MCO,3878,LGW,502,Y,0,777
IB,2822,BKK,3885,LHR,507,Y,0,777
IB,2822,EZE,3988,MAD,1229,,0,346 342 345
IB,2822,PMI,3998,AMS,580,Y,0,320
IB,2822,PMI,3998,BIO,1216,Y,0,320 CR9
IB,2822,PMI,3998,AGP,1230,,0,320
IB,2822,PMI,3998,MAH,1231,Y,0,CR9
IB,2822,PMI,3998,VLC,1246,Y,0,CR9 AT7
IB,2822,PMI,3998,SVQ,1253,,0,320
IB,2822,PMI,3998,BOD,1264,Y,0,320
IB,2822,PMI,3998,DME,4029,Y,0,320
IB,2822,PMI,3998,ILD,7459,Y,0,CR9
IB,2822,DME,4029,AGP,1230,Y,0,320
IB,2822,BDA,4069,LGW,502,Y,0,777
IB,2822,LEN,6756,BCN,1218,Y,0,CR2
TY,2825,KNQ,1998,GEA,2001,,0,ATR DHT
TY,2825,KOC,1999,GEA,2001,,0,DHT
TY,2825,LIF,2000,UVE,2004,,0,DHT
TY,2825,GEA,2001,MEE,2002,,0,ATR
TY,2825,GEA,2001,TOU,2003,,0,DHT
TY,2825,UVE,2004,GEA,2001,,0,ATR DHT
TY,2825,TGJ,5919,LIF,2000,,0,DHT
TY,2825,ILP,5921,GEA,2001,,0,ATR
FW,2826,FUK,2305,KMQ,2322,,0,CRJ
FW,2826,KMI,2308,FUK,2305,,0,CRJ
FW,2826,KMQ,2322,SDJ,2347,,0,CRJ
FW,2826,HIJ,2326,SDJ,2347,,0,CRJ
FW,2826,ITM,2334,CTS,2287,,0,CRJ
FW,2826,ITM,2334,SDJ,2347,,0,CRJ
FW,2826,SDJ,2347,FUK,2305,,0,CRJ
FW,2826,SDJ,2347,KMQ,2322,,0,CRJ
FW,2826,SDJ,2347,HIJ,2326,,0,CRJ
FW,2826,NGO,3942,OIT,2310,,0,CRJ
FI,2835,KEF,16,YYZ,193,,0,75W
FI,2835,KEF,16,HEL,421,,0,75W
FI,2835,KEF,16,MAN,478,,0,75W
FI,2835,KEF,16,LGW,502,,0,75W
FI,2835,KEF,16,BGO,636,,0,75W
FI,2835,KEF,16,OSL,644,,0,75W 75T
FI,2835,KEF,16,ARN,737,,0,75W
FI,2835,KEF,16,SEA,3577,,0,75W
FI,2835,YYZ,193,KEF,16,,0,75W
FI,2835,CPH,609,KEF,16,,0,75T 75W
FI,2835,SVG,666,KEF,16,,0,75W
FI,2835,ZRH,1678,KEF,16,,0,75W
FI,2835,EWR,3494,KEF,16,,0,75W
FI,2835,JFK,3797,KEF,16,,0,75T
FI,2835,SFB,4167,KEF,16,,0,75W
6E,2850,HYD,,DXB,2188,,0,320
6E,2850,HYD,,BOM,2997,,0,320
6E,2850,HYD,,GOI,3007,,0,320
6E,2850,HYD,,PNQ,3017,,0,320
6E,2850,HYD,,CCU,3043,,0,320
6E,2850,HYD,,COK,3136,,0,320
6E,2850,DXB,2188,HYD,,,0,320
6E,2850,DXB,2188,MAA,3144,,0,320
6E,2850,DXB,2188,TRV,3153,,0,320
6E,2850,MCT,2194,BOM,2997,,0,320
6E,2850,AMD,2994,BOM,2997,,0,320
6E,2850,AMD,2994,DEL,3093,,0,320
6E,2850,BOM,2997,HYD,,,0,320
6E,2850,BOM,2997,AMD,2994,,0,320
6E,2850,BOM,2997,IDR,3008,,0,320
6E,2850,BOM,2997,NAG,3015,,0,320
6E,2850,BOM,2997,BBI,3042,,0,320
6E,2850,BOM,2997,PAT,3061,,0,320
6E,2850,BOM,2997,LKO,3105,,0,320
6E,2850,BOM,2997,BLR,3131,,0,320
6E,2850,BOM,2997,CJB,3135,,0,320
6E,2850,BOM,2997,MAA,3144,,0,320
6E,2850,BOM,2997,GAU,6173,,0,320
6E,2850,BDQ,3001,BOM,2997,,0,320
6E,2850,GOI,3007,HYD,,,0,320
6E,2850,GOI,3007,AMD,2994,,0,320
6E,2850,IDR,3008,BOM,2997,,0,320
6E,2850,NAG,3015,BOM,2997,,0,320
6E,2850,NAG,3015,PNQ,3017,,0,320
6E,2850,NAG,3015,DEL,3093,,0,320
6E,2850,PNQ,3017,HYD,,,0,320
6E,2850,PNQ,3017,AMD,2994,,0,320
6E,2850,PNQ,3017,DEL,3093,,0,320
6E,2850,PNQ,3017,MAA,3144,,0,320
6E,2850,IXA,3038,GAU,6173,,0,320
6E,2850,IXB,3040,GAU,6173,,0,320
6E,2850,BBI,3042,CCU,3043,,0,320
6E,2850,CCU,3043,HYD,,,0,320
6E,2850,CCU,3043,NAG,3015,,0,320
6E,2850,CCU,3043,PNQ,3017,,0,320
6E,2850,CCU,3043,RPR,3020,,0,320
6E,2850,CCU,3043,IXB,3040,,0,320
6E,2850,CCU,3043,IMF,3050,,0,320
6E,2850,CCU,3043,PAT,3061,,0,320
6E,2850,CCU,3043,IXR,3063,,0,320
6E,2850,CCU,3043,JAI,3098,,0,320
6E,2850,IMF,3050,CCU,3043,,0,320
6E,2850,PAT,3061,IXR,3063,,0,320
6E,2850,IXR,3063,BOM,2997,,0,320
6E,2850,VTZ,3066,MAA,3144,,0,320
6E,2850,DEL,3093,IDR,3008,,0,320
6E,2850,DEL,3093,PAT,3061,,0,320
6E,2850,DEL,3093,IXR,3063,,0,320
6E,2850,DEL,3093,LKO,3105,,0,320
6E,2850,DEL,3093,BLR,3131,,0,320
6E,2850,DEL,3093,COK,3136,,0,320
6E,2850,DEL,3093,MAA,3144,,0,320
6E,2850,DEL,3093,BKK,3885,,0,320
6E,2850,LKO,3105,BOM,2997,,0,320
6E,2850,LKO,3105,PAT,3061,,0,320
6E,2850,LKO,3105,BLR,3131,,0,320
6E,2850,KTM,3125,DEL,3093,,0,320
6E,2850,BLR,3131,AMD,2994,,0,320
6E,2850,BLR,3131,BOM,2997,,0,320
6E,2850,BLR,3131,GOI,3007,,0,320
6E,2850,BLR,3131,PNQ,3017,,0,320
6E,2850,BLR,3131,BBI,3042,,0,320
6E,2850,BLR,3131,CCU,3043,,0,320
6E,2850,BLR,3131,VTZ,3066,,0,320
6E,2850,BLR,3131,DEL,3093,,0,320
6E,2850,BLR,3131,JAI,3098,,0,320
6E,2850,BLR,3131,GAU,6173,,0,320
6E,2850,CJB,3135,BOM,2997,,0,320
6E,2850,CJB,3135,DEL,3093,,0,320
6E,2850,COK,3136,HYD,,,0,320
6E,2850,COK,3136,DXB,2188,,0,320
6E,2850,COK,3136,DEL,3093,,0,320
6E,2850,COK,3136,MAA,3144,,0,320
6E,2850,COK,3136,TRV,3153,,0,320
6E,2850,MAA,3144,DXB,2188,,0,320
6E,2850,MAA,3144,PNQ,3017,,0,320
6E,2850,MAA,3144,VTZ,3066,,0,320
6E,2850,MAA,3144,DEL,3093,,0,320
6E,2850,MAA,3144,TRV,3153,,0,320
